base_price,discounted_price,product_name,category,brand,description
"9,79",7.10,Dentifrice sourire à la propolis - 50 ml,Hygiène et beauté,Ballot Flurin,"Conciliez au fil des jours éclat naturel, santé de vos dents et haleine agréable : ce dentifrice est sans compromis dans ses ingrédients."
"14,10",8.63,Kajal noir assam cold - 3 g,Hygiène et beauté,Soultree,"Le Kajal n°021 Noir Assam Cold se marie à merveille avec toutes les couleurs d'iris. Enrichi en camphre naturel, il apporte une action bienfaisante et rafraîchissante à l'oeil."
"5,99",4.02,Infusion bonne étoile - 100 g,Epicerie,Aromandise,"Une tisane porte-bonheur aux saveurs réconfortantes et aux bienfaits apportés par les épices comme le gingembre, la coriandre et la cardamome. Une tisane de caractère aux notes originales !"
"5,50",3.54,Tisane orange cannelle - 20 sachets,Epicerie,Aromandise,"La tisane Orange Cannelle, c’est la version bien-être du vin d’orange ! Une tisane qui réchauffe et à déguster au coin du feu les soirs d’hiver."
"5,50",3.54,Tisane fraise hibiscus - 20 sachets,Epicerie,Aromandise,Une infusion gourmande qui vous emmènera en balade sans bouger de chez vous. Une délicieuse tisane à la rondeur sucrée et acidulée.
"13,66",8.58,Brosse de massage flower,Hygiène et beauté,Anaé,Brosse de massage sèche
"5,40",3.98,Gel lavant mains pomme - 300 ml,Hygiène et beauté,Coslys,"La formule du Gel lavant mains pomme Coslys nettoie tout en douceur vos mains sans les dessécher. Sans savon, ce nettoyant mains contient de l'eau florale de reine des prés bio, aux vertus apaisantes."
"3,17",2.40,Lait sésame - 1L,Epicerie,Ecomil,Une simple boisson à base de sésame.
"5,99",4.02,Infusion digestion - 90 g,Epicerie,Aromandise,"Une délicieuse tisane toute douce pour le système digestif ! Coriandre, mélisse, fenouil et cannelle s’associent pour vous faire profiter de leurs nombreuses propriétés."
"3,48",2.63,Sauce aigre douce - 350 ml,Epicerie,Naturata,"Idéal pour accompagner les crudités, le riz et bien d'autres plats."
"7,00",4.37,Sucette physiologique en caoutchouc naturel 0-3 mois,Bébé et enfant,Hevea,La tranquillité d'esprit pour les parents. Le confort pour les bébés. Pour bébés de 0 à 3 mois.
"2,50",1.70,Boite en métal vide avec étiquette vierge,Tout pour la maison,Place des épices,Boite en métal avec double opercule pour la conservation de vos épices et sels.
"1,04",0.76,Craies - x12,Bébé et enfant,Ecodis,12 craies de couleur
"3,35",2.84,Pains à burger - x2,Epicerie,Nature et Compagnie,Pour des burgers savoureux.
"1,50",0.94,Grattoir à récurer en cuivre,Tout pour la maison,La droguerie écologique,"Ce grattoir en cuivre est idéal pour le nettoyage doux et pour faire briller les poêles, casseroles, gazinières, éviers..."
"0,90",0.61,Sac taille S,Tout pour la maison,Ah ! Table !,"Sac en coton bio, taille S, ultra-léger et très résistant pour transporter et stocker les aliments achetés en vrac. Ce sac fait 20x28cm."
"2,56",2.05,Dessert aux amandes cacao - 2x125g,Epicerie,Naturgreen,"Votre dessert végétal, relevé à l'amande et au chocolat"
"3,94",3.20,Tampon super plus sans applicateur - x20,Hygiène et beauté,Natracare,"Le tampon Natracare sans applicateur est fabriqué en coton 100 % biologique. Au fur et à mesure que le coton absorbe le flux menstruel en douceur, le tampon s’élargit."
"9,78",6.31,Crème à raser à l'aloe vera vivant 50% - 100ml,Hygiène et beauté,Pur'Aloe,"L’Aloé Vera hydrate, adoucit et protège. Il est donc particulièrement indiqué en crème à raser pour les peaux sensibles."
"6,92",4.96,Pâte d'amande nature - 250 g,Epicerie,Perl'amande,Perl’Amande vous présente la pâte d’amande bio blanche qui va exalter vos papilles.
"7,30",5.09,Brosse à dents rechargeable rouge médium,Hygiène et beauté,Lamazuna,Brosse à dents avec tête rechargeable ! Elle existe dans divers coloris pour équiper toute la famille !
"10,57",7.31,Thé noir Jardins de Nelliyampathy - 180 g,Epicerie,Cook Arcadie,"THÉ NOIR ""Jardins de Nelliyampathy"""
"3,49",2.78,Corn flakes cacao - 300 g,Epicerie,Grillon d'Or,Goûtez ces délicieux corn flakes de maïs enrobés de cacao.
"17,90",10.95,Insert L - x2,Bébé et enfant,P'tits dessous,"L'insert en bambou Petit Pea s'utilise avec la couche lavable hybride Petit Pea. Très absorbant, il permet d'utiliser cette couche hybride en mode 100% lavable. Il est recouvert de Coolmax qui évacue humidité et transpiration et garde bébé au sec."
"7,00",4.37,Sucette physiologique en caoutchouc naturel 3-36 mois,Bébé et enfant,Hevea,La tranquillité d'esprit pour les parents. Le confort pour les bébés. Pour bébés de 3 à 36 mois.
"2,95",1.77,Enveloppes DL,Bébé et enfant,Ecodis,Quitte à envoyer du courrier autant utiliser du papier recyclé !
"4,12",3.20,Serpillières recyclées - lot de 2,Tout pour la maison,La droguerie écologique,Efficaces et écologiques à la fois.
"7,76",5.97,Miso de riz non pasteurisé - 300 g,Epicerie,La finestra sul cielo,"Indispensable en cuisine japonnaise, qualité macrobiotique."
"2,50",1.76,"Achillée millefeuille - 0,15g",,La belle potagère,"Plante à très longue floraison, l’achillée est une fleur à semer dans le jardin et le potager."
"2,50",1.76,"Tomate Noire de Crimée - 0,15g",,La belle potagère,Tomate rouge-brun de forme ronde au goût légèrement sucré. Variété qui résiste bien à la sécheresse.
"15,70",9.19,Cubes de cacao cru Souvenirs d'enfance - 100g,,Rrraw,Des truffes de chocolat cru à la noisette et à la vanille pour une expérience inoubliable
"16,35",12.18,Maca poudre - 250 g,Santé,Sol Semilla,"Avec une petite touche à la fois douce et corsée, tirant vers la noisette, la maca procure à l'organisme du tonus et de l'énergie."
"22,05",15.39,Huile essentielle Camomille Romaine - 5 ml,Santé,Biofloral,Huile essentielle de camomille romaine produite dans les montagnes d'Auvergne.
"5,80",4.00,Huile essentielle Romarin provence - 10 ml,Santé,Biofloral,Huile essentielle de romarin cinéole produite dans les montagnes d'Auvergne.
"8,40",5.79,Huile essentielle Pamplemousse Bio - 10 ml,Santé,Biofloral,Huile essentielle de pamplemousse produite dans les montagnes d'Auvergne.
"15,56",10.80,"Mascara définition parfaite n° 01 noir, 8 ml",Hygiène et beauté,Santé,Définition parfaite pour des cils longs et étoffés. Avec des pigments 100% naturels.
"2,50",1.76,"Courge Butternut - 2,5g",,La belle potagère,"Courge en forme de poire, à l'écorce crème et à la chair orangée, dense, fondante et savoureuse. Se conserve 6 à 12 mois."
"15,00",9.74,Crème de Secours Fleurs de Bach - 50 ml,Santé,Biofloral,La crème de secours est idéales pour une application externe sur les point sensibles ou en cas de choc. Elle peut être utilisée par toute la famille.
"2,50",1.76,Blettes à cardes colorées - 2g,,La belle potagère,"Mélange de blettes à cardes jaunes, rouges, et blanches et au feuillage vert foncé et brillant. Très bonne qualité gustative."
"8,50",6.99,Macaccino original - 250 g,Epicerie,Iswari,"Un mélange énergisant aux saveurs de cacao, maca & sucre de coco."
"5,85",4.52,Sérum ongles et cuticules - 10 ml,Hygiène et beauté,Santé,Le sérum ongles et cuticules de SANTE est un véritable soin protecteur et nourrissant qui vient hydrater les cuticules et soigner les ongles abîmés.
"7,30",5.09,Brosse à dents rechargeable vert sapin médium,Hygiène et beauté,Lamazuna,Brosse à dents avec tête rechargeable ! Elle existe dans divers coloris pour équiper toute la famille !
"16,32",11.22,Baume de soin des Pyrénées - 30 ml,Santé,Ballot Flurin,"Inspiré d’une ancienne recette de berger, ce baume régénérant multifonction est un ami fidèle en toute occasion."
"32,50",26.09,Silicium organique - 3x500 ml,Santé,Vitasil,Organic Silicium bio-activated est une molécule riche en électrons libres et parfaitement assimilable par l'organisme.
"4,90",3.46,"Crackers Pistache, Raisin de Corinthe et Carvi - 100g",Epicerie,Les fruits détendus,"Craquez pour l’apéritif 100% naturel, sain et innovant des Fruits Détendus : de délicieux crackers croustillants élaborés à partir de fruits séchés, de graines activées et d’épices. L’Apéro raisin pistache carvi plaira à tous les amateurs d’un léger sucré-salé pour l’apéritif. Laissez-vous tenter, l’essayer c’est l’adopter !"
"13,10",9.87,2 en 1 contouring et poudre bronzante 01 Light Medium - 9 g,Hygiène et beauté,Santé,"La teinte N°1 Light Medium est idéale pour les peaux claires. Le 2 en 1 contouring et poudre bronzante SANTE est le kit idéal pour aider à illuminer, définir les contours et mettre en valeur les traits naturels du visage. Les deux teintes s'associent parfaitement pour sculpter les contours du visage ou comme poudre bronzante. A l'huile de macadamia et à l'aloe vera bio."
"8,23",6.08,Spray nasal à la propolis - 30 ml,Santé,Ladrome,"Favorise une bonne hygiène nasale, sans impression de dessèchement."
"8,70",6.97,Poudre de moringa - 125 g,Santé,Iswari,"Moringa est appelé également « l’Arbre Miracle ». Il est riche en chrome, calcium, fer, magnésium, phosphore, zinc, riboflavine et vitamine B6."
"3,81",2.61,Cassis feuilles - 40 g,Santé,L'herbier de France,Feuilles de CASSIS
"11,29",7.13,Vigne rouge - 200 gélules,Santé,Nat & Form,Vous êtes souvent victimes de jambes lourdes et fatiguées ? Ces gélules Vigne Rouge Bio format Eco-responsables sont faites pour vous.
"11,63",7.13,Chardon-Marie - 200 gélules,Santé,Nat & Form,Le Chardon Marie Bio de Nat & Forme en formule Eco est une plante traditionnellement utilisée pour le foie.
"10,85",7.13,Echinacée - 200 gélules,Santé,Nat & Form,Pour vous protéger contre les agressions externes et stimuler les défenses naturelles de votre organisme.
"9,99",7.10,Shampoing volume bière miel cheveux fins - 250 ml,Hygiène et beauté,Logona,"Ce shampooing volumateur au miel et à la bière a été formulé pour les cheveux fins, secs et fragiles car il leur donne volume et élasticité sans les alourdir."
"11,35",8.53,Ginkgo Biloba - 200 gélules,Santé,Nat & Form,Le meilleur ami de votre cerveau.
"17,90",10.50,Crème solaire visage SPF30 - 50 ml,Hygiène et beauté,Laboratoire de Biarritz,"Fruit de la recherche scientifique, la Crème Solaire Visage certifiée bio* SPF30 apporte l’efficacité de l'extrait breveté d'Algue Rouge, puissant anti-oxydant, associé à des écrans 100% minéraux."
"2,88",2.17,Harissa -125 ml,Epicerie,Pural,"Ca pique, et pas qu'un peu !"
"15,70",9.19,Cubes de cacao cru Nuit blanche - 100 g,Epicerie,Rrraw,Des truffes de cacao cru épatantes présentées dans un bel étui en métal..
"4,25",3.56,Tartines au sésame - 200g,Epicerie,Emile Noël,
"2,61",1.86,Farine de kokkoh - 250 g,Epicerie,Celnat,"Naturellement sans gluten, la crème kokkoh est particulièrement digeste et convient au plus grand nombre."
"13,90",10.46,Huile de Bourrache - 120 capsules,Santé,Nat & Form,"Bourrache Bio est un complément alimentaire de 2 plantes riches en acide gammalinolénique, cette bourrache bio est une huile de 1ère pression à froid."
"9,12",6.80,Pâte à tartiner chocolat noir amande - 350g,Epicerie,Bovetti,"Véritable pâte à tartiner chocolat noisette issue du commerce équitable, idéal pour mettre de l'équitable sur vos crêpes ou tartines."
"3,90",2.75,"En-Cas Énergétique Datte, Cacao cru et Menthe - 80g",Epicerie,Les fruits détendus,"Délices fruités et bien intentionnés ! Riche en fruits, cette recette onctueuse réveillera vos papilles grâce aux touches d’acidité de la physalis. À la fois douce et fruitée, cette recette fera le bonheur des amateurs de datte et de cacao cru."
"4,85",3.29,Risotto blette et ortie au laguiole fermier dès 10 mois - 240g,Bébé et enfant,Boulette et Gros Lapin,"Petit pot de risotto de blette, d'ortie et Laguiole fermier, à déguster à partir de 10 mois fait avec amour par un maraîcher aveyronnais. Déjà quelques morceaux fondants pour apprendre à mastiquer et des apports adaptés!"
"3,20",2.42,Bonbons assortis sans sucre caramelle tuttifrutti- 50 g,Epicerie,La finestra sul cielo,Ces bonbons aux fruits bio sont idéals pour faire plaisir aux petits comme aux grands.
"8,85",6.10,Huile essentielle Petit grain bigaradier - 10 ml,Santé,Biofloral,Huile essentielle de petit grain bigaradier produite dans les montagnes d'Auvergne.
"32,50",24.21,Klamath - 100 comprimés,Santé,Sol Semilla,Super algue par excellence! Équilibre cérébral et régénération cellulaire sont les deux principales répercussions engendrées par une consommation régulière de Klamath.
"16,95",11.42,Crème visage hydratante - 50 ml,Hygiène et beauté,Florame,"La Crème Visage Hydratante Florame, à la texture légère, est le soin biquotidien de votre visage."
"3,91",2.42,"Barquettes alimentaires compostables 1,5 L - x5",Tout pour la maison,Ah ! Table !,"Barquette pour congeler, réchauffer ou cuisiner"
"12,20",9.12,Lait de Suite 2ème âge Bio 2x300 g,Bébé et enfant,Holle,"Pour prendre le relais du sein ou du lait bio Holle premier âge, ou en remplacement d’un autre lait de suite. Rassasiant, le lait deuxième âge accompagne l’augmentation des besoins nutritionnels de bébé."
"15,72",11.30,Eclat de rose concentré regard - 15 ml,Hygiène et beauté,Cattier,"Le soin Éclat de Rose offre au regard une cure de beauté. L’huile d’argan bio favorise le dynamisme cellulaire, hydrate intensément l’épiderme et renforce son élasticité."
"12,90",9.57,Lait corps régénérant - 500 ml,Hygiène et beauté,Cattier,Le Lait pour le Corps Régénérant Cattier hydrate et régénère l'épiderme.
"4,91",3.90,Savon liquide de Marseille - 300 ml,Hygiène et beauté,Douce Nature,Savon de Marseille liquide à l'huile d'olive et lavande.
"15,97",10.80,Moulin à sel en bois et céramique,Epicerie,Ecodis,Moulin à sel en bois de hêtre
"14,20",11.14,Brosse plate à poils de sanglier,Hygiène et beauté,Anaé,Brosse plate à poil de sanglier
"3,38",2.40,Boisson quinoa sans sucre - 1L,Epicerie,Ecomil,Les bienfaits et la saveur du quinoa en boisson.
"5,00",3.83,Pruneaux géants avec noyau - 250 g,Epicerie,Biolo'klock,"Gâtés par la nature des terrains de leurs vergers et le très long savoir faire familial, ces pruneaux sont particulièrement goûteux et moelleux."
"1,67",1.24,Dessert riz vanille - 2x125g,Epicerie,Naturgreen,Dessert de riz au bon goût de vanille !
"10,00",6.50,Thé noir de Chine Yunnan - 100 g,Epicerie,Les jardins de Gaïa,"Grand classique de tradition ancestrale… Ce thé aux feuilles fines parsemées de pointes dorées, libère une liqueur ambrée, fruitée, relevée d'une légère note poivrée. Tasse délicieuse avec beaucoup de corps, qui convient tout au long de la journée."
"9,75",7.11,Huile d'olive et basilic - 250 ml,Epicerie,Bio Planète,Cette huile d'assaisonnement BIO PLANÈTE allie un basilic de qualité et huile d'olive dans une composition aromatique et pleine de fraîcheur. Il est à noter qu’il n’y a aucun ajout d'huile essentielle dans notre produit.
"3,20",2.42,Sucettes assorties sans sucre - 50 g,Epicerie,La finestra sul cielo,Ces bonbons aux fruits bio sont idéals pour faire plaisir aux petits comme aux grands.
"6,00",4.01,Tisane jambes si légères - 50 g,Epicerie,Les jardins de Gaïa,"Tisane fraîche, tonique et épicée composée de plantes réputées pour leurs vertus drainantes, stimulantes et revitalisantes. Pour retrouver de jolies gambettes, légères et fuselées !"
"4,50",3.42,Crème de pruneaux - 300 g,Epicerie,Biolo'klock,Cette excellente crème de pruneaux onctueuse en bouche et bien équilibrée est proposée dans un bocal en verre recyclable de 300 grammes.
"3,20",2.42,Bonbons aux myrtilles sans sucre - 50g,Epicerie,La finestra sul cielo,Ces bonbons aux fruits bio sont idéals pour faire plaisir aux petits comme aux grands. 
"5,89",3.89,Mélange pour crumble et compote - 35 g,Epicerie,Cook Arcadie,"Marinades, gibier, choucroute, liqueurs."
"6,90",4.97,Inserts jetables - x30,Bébé et enfant,P'tits dessous,"L'insert absorbant jetable permet d'utiliser la couche lavable hybride Petit Pea en mode jetable. Taille unique, il s'adapte dans les 3 tailles de couches Petit Pea."
"9,50",7.08,Nopal en poudre - 50 g,Santé,Sol Semilla,"Cette épaississant léger de saveur verte est idéal à intégrer dans les pâtisseries, boissons, sauces !"
"3,67",2.74,Crème de Riz pour bébé,Bébé et enfant,Holle,"Idéale pour compléter le lait dans le cadre d’une alimentation diversifiée, après 4 mois au plus tôt."
"4,14",3.05,Gelée de cassis - 235 g,Epicerie,Coteaux Nantais,"Une gelée à la texture douce et lisse, au bon goût de cassis."
"21,00",14.10,Lait de brebis en poudre - 400 g,Epicerie,EtikéBio,100% lait de brebis en poudre biologique. Régalez-vous avec ce lait plus facilement digestible que le lait de vache!
"11,18",7.56,Correcteur de teint 3 couleurs - 6 g,Hygiène et beauté,Santé,"Correcteur 3 teintes aux pigments. Couvrance parfaite : Le vert masque les rongeurs, le rose recouvre les cernes, le beige camoufle les petites imperfections."
"10,63",7.75,"Crayon correcteur n° 01 light, 2 g",Hygiène et beauté,Santé,"Grâce au crayon correcteur No.01 Light cernes, boutons, taches pigmentaires ou cicatrices sont estompés de manière efficace."
"18,58",14.16,Bioprotus 7000 - 10 sachets,Santé,Carrare Laboratoire,BIOPROTUS® 7000 est une association unique de 7 milliards de ferments lactiques provenant de 7 souches documentées soigneusement sélectionnées.
"12,66",8.90,Extrait de propolis sans alcool - 15 ml,Santé,Ballot Flurin,Multifonction concentré en Propolis Blanche et pratique conçu spécialement pour la santé naturelle des enfants (de plus de 36 mois) et les adultes ne préférant pas consommer d'alcool.
"10,96",7.25,Savon noir en pate à l'huile d'olive - 1 kg,Tout pour la maison,La droguerie écologique,"Fortement concentré (40% de savon) et d’un usage très économique, le savon noir pâte est un nettoyant et un rénovateur universel de toutes les surfaces lavables (carrelages, planchers, emails, WC, surfaces plastiques, tomettes…)."
"4,20",3.11,Confiture extra Fraise Cerise Cassis - 320g,Epicerie,Mamie Bio,A cuisiner et à tartiner selon vos envies.
"17,48",13.10,Soin de jour hydratant peaux normales à mixtes - 50 ml,Hygiène et beauté,Cattier,"Le Soin de jour hydratant Élixir Végétal, à la texture douce et légère et au parfum frais et délicat, est idéal pour hydrater au quotidien et protéger les peaux normales."
"4,25",3.56,Tartines aux noix - 200g,Epicerie,Emile Noël,Tartines Bio craquantes aux noix sans gluten
"15,84",11.16,Shampoing fortifiant - 1 L,Hygiène et beauté,Cosmo Naturel,"Ce shampooing apportera force et vitalité à vos cheveux, grâce aux actions combinées du buis, du quinquina, de la sauge et du citron, tout en respectant leur équilibre."
"9,95",7.11,Huile d'olive et ail - 250 ml,Epicerie,Bio Planète,"Cette huile d'assaisonnement BIO PLANÈTE, qui unit l'ail aromatique à l'huile d'olive, présente une composition gourmande et épicée. Il est à noter que nous renonçons à tout ajout d'huile essentielle."
"3,43",2.52,Pinceau applicateur pour teinture,Hygiène et beauté,Beliflor,Utilisez le pinceau applicateur pour appliquer correctement vos soins colorants !
"12,90",8.06,Booster en bambou - x3,Bébé et enfant,P'tits dessous,"Le booster en bambou augmente de 30% l'absorption de vos couches lavables pour la sieste ou la nuit. Fin mais ultra absorbant, il est compatible avec tous les modèles de couches lavables. Lot de 3 boosters."
"15,50",8.50,Culotte d'apprentissage 13 à 17kg,Bébé et enfant,Imse Vimse,"La culotte d'apprentissage lavable facilite l'apprentissage de la propreté en limitant les conséquences des petits accidents. Sans matière imperméable apparente, elle ressemble à une culotte 'normale', tout en étant plus sûre."
"1,77",1.32,Pur jus pruneau - 25 cl,Epicerie,Vitamont,"Une source de fibre, de minéraux et d'énergie sûre"
"9,90",6.89,Shampoing solide Orange Cannelle Badiane - 55g,Hygiène et beauté,Lamazuna,"Objectif zéro déchet, 100% d'origine naturelle. ( Vegane )"
"5,99",4.65,Capsules Oscar - x15,Epicerie,Terramoka,Arabica Moka d'Ethiopie bio en capsules 100 % biodégradables - 0% d'aluminium.
"13,00",10.07,Assortiment chocolats fins - 200g,Offrir,Artisans du monde,Joli de sortiments de chocolats gourmands.
"29,00",21.81,Rhum - 70 cl,Epicerie,Artisans du monde,
"31,60",26.50,Champagne blanc de blancs brut - 75 cl,"Vins, bières et alcool",Robert Barbichon,Champagne blanc de blancs brut 
"11,88",7.26,Gel douche 70% aloe vera - 250ml,Hygiène et beauté,Pur'Aloe,"Gel douche à l'aloé vera, qui nettoie avec douceur, hydrate et nourrit votre peau."
"4,30",2.96,"Pomme de terre nouvelle, courgette et poulet dès 6 mois - 170g",Bébé et enfant,Boulette et Gros Lapin,"Petit pot de pomme de terre nouvelle, courgette et poulet, une texture lisse à déguster à partir de 6 mois fait avec amour par un maraîcher aveyronnais. Des petits pots de petits producteurs très bio!"
"11,90",8.22,Huile essentielle Thym thymol - 10 ml,Santé,Biofloral,Huile essentielle de thym thymol produite dans les montagnes d'Auvergne.
"17,90",10.96,Elixir de vinaigre des 4 voleurs - 500 ml,Santé,Biofloral,"Idéal comme stimulant naturel en cas de faiblesse ou de fatigue, le Vinaigre des 4 Voleurs est réputé pour ses vertus dépuratives, détoxifiantes et dynamisantes."
"8,40",5.82,Huile essentielle Bergamote - 10 ml,Santé,Biofloral,Huile essentielle de bergamote produite dans les montagnes d'Auvergne.
"17,30",12.35,Jus à boire pasteurisé - 1L,Santé,Pur'Aloe,Le Jus à Boire Pur'Aloé est extrait de la pulpe fraîche de feuilles d’Aloe Vera Barbadensis Miller cultivées en agriculture biologique au Mexique.
"4,06",2.50,Gants en latex fin S - x20,,La droguerie écologique,Les gants de La droguerie écologique® certifiés FSC® sont en latex naturel et non poudrés.
"7,01",5.09,Baume démêlant - 250 ml,Hygiène et beauté,Ciel d'Azur,Baume démêlant après shampoing à base de jojoba et d'inca inchi.
"3,23",2.39,Biscottes bise à l'huile d'olive - 270g,,Moulin du Pivert," Sans sucres ajoutés et 100% vegan, les gourmands et les gourmets ne pourront pas y résister !"
"2,30",1.59,Purée Reine-claude dès 6 mois - 100g,Bébé et enfant,Boulette et Gros Lapin,"Petit pot de Reine-claude, à déguster à partir de 6 mois fait avec amour par un maraîcher aveyronnais."
"11,00",8.19,Chlorelle en poudre - 60 g,Santé,Sol Semilla,"Source de chlorophylle. Découvrez cette poudre de chlorelle crue produite en France. La chlorelle Sol Semilla vient d'une nouvelle technique de culuture française dont le processus est respectueux de l'enviro,nnement et sans additif chimique, pureté et teneur optimale en nutriments garantie !"
"8,13",5.55,Shampoing anti-pelliculaire - 500 ml,Hygiène et beauté,C'bio,
"39,00",29.25,T-shirt homme manche courte - Bleu + poche marinière,Vêtements,Le T-shirt propre,"Un t-shirt Propre, c'est : Made in France et 100% coton BIO."
"13,61",9.96,"Eyeliner liquide n° 01 noir, 3 ml",Hygiène et beauté,Santé,Un trait tout en finesse ! Eyeliner liquide avec pinceau spécial pour un trait fin sur la paupière.
"1,69",1.24,Dessert riz caramel - 2x125g,Epicerie,Naturgreen,Une crème dessert végétale au doux goût de caramel !
"12,00",7.83,Remède de Secours n°39 - Gouttes - 20 ml,Santé,Biofloral,Changement positif : agir au présent.
"1,50",0.79,Eponges spéciales pour pierre d'argile,Tout pour la maison,Sorelia,Les éponges vous permettent d'éliminer les saletés sans rayer ! L'indispensable pour acompagné votre pierre d'argile blanche !
"8,24",6.32,Radis noir Artichaut 20 ampoules,Santé,Biotechnie,L’artichaut contribue au confort digestif et intestinal.
"10,93",7.85,Lithothamne poudre - 200 g,Santé,Boutique Nature,Cette algue marine sélectionnée par Boutique Nature est récoltée au grand large. Son squelette calcaire constitue une formidable source de calcium.
"8,28",6.17,Microfibre multi-usage,Tout pour la maison,Capt'hygiène,"Cette microfibre sera votre meilleure alliée pour le nettoyage de la cuisine, de la salle de bain et des meubles."
"2,16",1.39,Papier attrape mouche superman - x4,Tout pour la maison,Ecodis,Ruban à glu anti-mouche 100% non toxique
"1,30",0.95,Lait d'amande cacao - 20cl,Epicerie,Ecomil,"Le lait d'amandes bio, relevé au cacao, à boire à la paille !"
"5,50",3.28,Encens tibétain déstressant - 12 cônes,Tout pour la maison,Aromandise,Cet encens combine l'action des plantes médicinales dans une recette traditionnelle issue d'une connaissance séculaire des plantes et de leurs effets. Un héritage encore pratiqué de la médecine tibétaine.
"13,20",8.84,Beurre corporel à l'huile de coco - 120 ml,Hygiène et beauté,Laboratoire du Haut Ségala,Vous apprécierez les propriétés nourrissantes et émollientes de ce beurre sans oublier le plaisir du parfum exotique de la noix de coco.
"18,30",13.50,Crème hydratante et lissante Q10 - 50 ml,Hygiène et beauté,Logona,Le soin quotidien des hommes en un seul geste. Sa formule à base d'acide hyaluronique hydrate intensément la peau sans laisser de film gras. Commencer la journée avec vitalité !
"2,75",1.84,Infusion de bouleau - 25 g,Epicerie,L'herbier de France,Feuilles de BOULEAU
"8,89",6.60,Déodorant alun citron - 50 ml,Hygiène et beauté,Coslys,"Enrichi en actifs protecteurs, le Déodorant soin senteur fraîche Coslys préserve votre peau."
"4,05",3.25,Argile rouge ultra ventillée - 200 g,Hygiène et beauté,Argiletz,Le secret de l’argile rouge ? Sa richesse en oxyde ferrique qui éclaircit votre peau et l’illumine d’un hâle naturel délicieusement velouté.
"5,40",4.01,Gel lavant mains lavande - 300 ml,Hygiène et beauté,Coslys,"La formule de ce Gel lavant mains lavande-citron Coslys nettoie tout en douceur vos mains sans les dessécher. Sans savon, ce gel lavant pour les mains contient de l'eau florale de reine des prés bio aux vertus apaisantes."
"2,50",1.76,Mâche Vit - 1g,,La belle potagère,"Mâche aux feuilles ovales et courtes, adaptée  aux cultures d'automne et d'hier sous abri. Elle est savoureuse et a un goût délicat."
"3,50",2.32,Préparations colorantes rouge vert jaune - 3 x 10 g,Epicerie,Natali,"Assortiment de 3 colorants alimentaires, vous permettant de colorer des pâtes à sucre, glaçage, macarons, crèmes, boissons."
"6,68",4.42,Cerises griottes confites - 150 g,Epicerie,La Patelière,Sa belle forme sphérique et son rouge vif suffisent à faire de la cerise une tentation gourmande.
"4,85",3.29,Jeunes légumes agneau fondant dès 10 mois - 240g,Bébé et enfant,Boulette et Gros Lapin,"Petit pot de jeunes légumes et d'agneau fondant, à déguster à partir de 10 mois fait avec amour par un maraîcher aveyronnais. Déjà quelques morceaux fondants pour apprendre à mastiquer et des apports adaptés!"
"3,20",2.28,Premier légume : carotte et butternut dès 4 mois - 130g,Bébé et enfant,Boulette et Gros Lapin,"Petit pot de carotte et butternut, les premiers légumes à déguster à partir de 4 mois fait avec amour par un maraîcher aveyronnais. Des petits pots de petits producteurs très bio!"
"8,20",5.68,Huile essentielle Cyprès Bio - 10 ml,Santé,Biofloral,Huile essentielle de cyprès produite dans les montagnes d'Auvergne.
"6,35",4.40,Huile essentielle Clou Girofle - 10 ml,Santé,Biofloral,Huile essentielle de clou de girofle produite dans les montagnes d'Auvergne.
"29,34",18.62,Agar agar - 200 g,Epicerie,Les algues gastronomes,"Agar-Agar bio gélifiant 100% végétal, idéal pour vos préparations sucrées et salées..."
"5,86",4.39,Pâte d'amande complète - 250 g,Epicerie,Perl'amande,"Découvrez cette délicieuse pâte d'amandes complétes, qui sera vous faire fondre de gourmandise !"
"3,81",2.53,Piment ergot de coq rouge - 10 g,Epicerie,Supersec,10g de délicieuse torture cueilli à la main dans de petits jardins naturels de Madagascar.
"9,95",6.98,Huile essentielle Patchouli Bio - 10 ml,Santé,Biofloral,Huile essentielle de patchouli produite dans les montagnes d'Auvergne.
"16,75",12.49,Psyllium blond Bio - 180 gélules,Santé,Vecteur Santé,"Le Psyllium blond est idéal pour le transit intestinal, grâce à ses fibres mucilagineuses qui apportent confort et équilibre à l'intestin."
"18,20",12.60,"CC Crème n° 20 natural, 30 ml",Hygiène et beauté,Santé,"Maquillage et soin en un seul produit ! 6 en 1, cette crème correctrice 20 Natural apporte un soin à la peau et unifie le teint de manière naturelle."
"16,65",11.75,Mascara volume n° 01 noir - 7 ml,Hygiène et beauté,Santé,"Des cils de rêve ! Du volume, une courbure à l'extrême, une excellente tenue. Un mascara spécial aux sublimes couleurs terre."
"7,94",5.66,Eponge de teint blender,Hygiène et beauté,Santé,"Innovation maquillage, la première éponge distribuée en magasin bio, testée sous contrôle dermatologique. Cette éponge à maquillage est un accessoire multifonctions qui permet une application simple et rapide des produits teintés sur le visage. Pour un résultat naturel et une couvrance parfaite sans démarcation."
"4,98",3.64,Croquant aux myrtilles - 40 g,Epicerie,Supersec,"Délicieux croquants de myrtilles bio, sans gluten, sans laitage et sans farine. Moins de chimie, plus d'alchimie !"
"11,47",7.13,Artichaut - 200 gélules,Santé,Nat & Form,L'Artichaut (famille des astéracées) est très utile dans les états de constipation.
